AccountName,IsPrivate,Name,StageName,Amount,CloseDate,Type,Subscription_Start_Date__c,Subscription_End_Date__c,OTR__c,ASV__c,Users__c
KARCE COMPANY LIMITED,0,Opp1501,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Karim Textiles Ltd,0,Opp1502,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
KEUKA MEXICO S.A. DE C.V.,0,Opp1503,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
KGM Rail & Mining Limited,0,Opp1504,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Kids Toys (HK) Ltd,0,Opp1505,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
KILKENNY NUTRITIONAL BEVERAGES COMPANY LTD,0,Opp1506,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
KINETIC LEASING,0,Opp1507,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
King Fai Industrial (HK) Co Ltd,0,Opp1508,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Kleinemas Fleischwaren GmbH,0,Opp1509,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
KOBOKOKI INTL TRADE SHANGHAI CO LTD,0,Opp1510,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
KORPORATIVO AMBIENTAL SA DE CV,0,Opp1511,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Koyo Corporation,0,Opp1512,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
KURARAY AMERICA INC,0,Opp1513,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
L and P Financial Services Co,0,Opp1514,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LA ANTARTICA S DE RL DE CV,0,Opp1515,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LA CASA DE LA RANA SA DE CV,0,Opp1516,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LA ESTRELLA DULCES REG  S DE RL,0,Opp1517,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LA MESA DE CORTES SA DE CV,0,Opp1518,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LA RISUENA SA DE CV,0,Opp1519,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LA UNIVERSAL IMPRESORA SA DE CV,0,Opp1520,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LABOPRINTEC DIGITAL SA DE CV,0,Opp1521,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LABORATORIO BONIQUET DE MEXICO SA DE CV,0,Opp1522,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LABORATORIO CENTRAL REGIONAL DE MONTERREY SA DE CV,0,Opp1523,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LABORATORIO CORDOBES DE DIAGNOSTICO,0,Opp1524,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LABORATORIO DE CONSTATACION,0,Opp1525,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LABORATORIO MICROBIOLOGICO INDUST.,0,Opp1526,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LADEWIG SENKOWSKI SLAUKA,0,Opp1527,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LAGUNA COMPRESORES Y EQUIPOS SA DE,0,Opp1528,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Lake City Industries,0,Opp1529,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Lakeshore Fittings,0,Opp1530,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LANDING ALIMENTOS GOURMET SA DE CV,0,Opp1531,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LANGARICA SALINAS HECTOR IVAN,0,Opp1532,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LAS GRANJAS SA DE CV,0,Opp1533,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LEDSA INDUSTRIAL S.A DE C.V.,0,Opp1534,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LEDY EVELYN COTA RAMIREZ,0,Opp1535,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Lee's Pottery Inc,0,Opp1536,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LEMUS GUTIERREZ BERTHA ALICIA,0,Opp1537,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LEON FELIX MARCO ANTONIO,0,Opp1538,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LEON JONGUITUD EVA GABRIELA,0,Opp1539,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LG DISTRIBUCIONES S.A. DE C.V.,0,Opp1540,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LIBERTAS COPPER LLC (DBA AS HUSSEY,0,Opp1541,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LICK ELEVATOR,0,Opp1542,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LIDERNOVA SA DE CV,0,Opp1543,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LIDIA VARGAS LUNA,0,Opp1544,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Liebherr,0,Opp1545,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Lignivalys,0,Opp1546,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LIMPIEZA INTEGRAL MEXICANA SA DE CV,0,Opp1547,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LITCHFIELD FARMERS GRAIN,0,Opp1548,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LIVIEN MONTOYA LOPEZ,0,Opp1549,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LLAMAS JAUREGUI RAUL,0,Opp1550,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOGISTICA DE VALOR AGREGADO SA DE CV,0,Opp1551,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Logoplaste Elst BV,0,Opp1552,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LONAS JOSE SANTANA DE CORDOBA,0,Opp1553,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPEZ AGUILERA MA DE LOURDES,0,Opp1554,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPEZ CASTRO JUAN CARLOS,0,Opp1555,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPEZ CIPRIANO HUGO ALBERTO,0,Opp1556,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPEZ DIAZ GILBERTO,0,Opp1557,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPEZ GARCIA MARTHA,0,Opp1558,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPEZ LOPEZ GABRIEL,0,Opp1559,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPEZ OSORIO  CARLOS,0,Opp1560,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPEZ POLANCO ALBERTO,0,Opp1561,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPEZ RAMIREZ AARON,0,Opp1562,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPEZ ULLOA TOMAS,0,Opp1563,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPEZ ZAVALA RAFAEL,0,Opp1564,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LOPINSKY GRUP SA DE CV,0,Opp1565,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LORENA BEATRIZ CASTILLO VAZQUEZ,0,Opp1566,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LRDV SA DE CV,0,Opp1567,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LUBRIZOL DE MEXICO COMERCIAL S DE RL DE CV,0,Opp1568,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LUIS DANIEL ARRIAGA BAUTISTA,0,Opp1569,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LUIS GERARDO CHAIRES RAMOS,0,Opp1570,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LUIS MANUEL REYES VAZQUEZ,0,Opp1571,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LUMICENTRO S A DE C V,0,Opp1572,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
LUNA VERDI PAULINA AIDE,0,Opp1573,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
M&M SERVICE CO,0,Opp1574,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MA DOLORES DE LA PAZ GUZMAN,0,Opp1575,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MA GABRIELA SANCHEZ LARRAGUIVEL,0,Opp1576,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MA PATRICIA ROSALES HERNANDEZ,0,Opp1577,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MA SANTOS MENDOZA CHANTACA,0,Opp1578,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Maas International Ltd UK,0,Opp1579,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MACIAS JUAREZ ARMANDO,0,Opp1580,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MACIAS SALINAS JAIME ALBERTO,0,Opp1581,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MACSTEEL,0,Opp1582,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Madman Entertainment Pty Ltd,0,Opp1583,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MAGDALENO OCHOA GUILLERMO,0,Opp1584,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MAGID DE MEXICO L.L.C.,0,Opp1585,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MAKE PRO SA DE CV,0,Opp1586,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MALDONADO BADILLO FELIPE DE JESUS,0,Opp1587,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MANCERA NAVARRO JOSE LUIS,0,Opp1588,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MANGUERAS CONEXIONES Y BANDAS,0,Opp1589,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MANTENIMIENTO DE AREAS VERDES Y,0,Opp1590,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MANTENIMIENTO Y SERVICIOS SVILLAR S,0,Opp1591,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MANTILLA GRAJALES ROBERTO CARLOS,0,Opp1592,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MANUFACTURAS LILY JR SA DE CV,0,Opp1593,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MAPE USA,0,Opp1594,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MAPEI FRANCE,0,Opp1595,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MAQUINADOS TECNICOS CARDIEL SA DE CV,0,Opp1596,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MAQUINARIA AGRICOLA S.A. DE C.V.,0,Opp1597,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MAQUINAS Y EQUIPOS PARA,0,Opp1598,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARCAS DE RENOMBRE SA DE CV,0,Opp1599,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARIA DEL ROSARIO VELAZCO VELEZ,0,Opp1600,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARIA DEL SOCORRO MARTINEZ SANTANA,0,Opp1601,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARIA GUADALUPE MORENO BUENTELLO,0,Opp1602,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARIN RAMIREZ MARIA DE LOURDES,0,Opp1603,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARIO ENRIQUE GARZA GONZALEZ,0,Opp1604,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARLEN INTERNATIONAL,0,Opp1605,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTHA MENDOZA MARTINEZ,0,Opp1606,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTIN CARMONA VALLEJO,0,Opp1607,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ BORBOLLA ADRIANA,0,Opp1608,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ CHAVEZ CESAR,0,Opp1609,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ FIGUEROA CARLOS,0,Opp1610,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ GUERRERO JOSE LUIS,0,Opp1611,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ LINARES LORENA,0,Opp1612,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ MATA LAZARO GUSTAVO,0,Opp1613,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ OSUNA ZULMA YAZMIN,0,Opp1614,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ PEREZ REGINA,0,Opp1615,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ VALADES RAUL,0,Opp1616,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ VALADEZ JOSE ALEJANDRO,0,Opp1617,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ VERDASCO Y CIA S. DE R.L.,0,Opp1618,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MARTINEZ VIGIL AMPARO,0,Opp1619,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MAS Active Trading Pvt Ltd,0,Opp1620,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MASIROGA SA DE CV,0,Opp1621,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MASSIMO ZANETTI BEVERAGE MEXICO SA DE CV,0,Opp1622,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MASTER HOUSEHOLD LIMITED,0,Opp1623,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Master Lock Company LLC,0,Opp1624,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MATERIALES DE EMPAQUE CONTINENTAL,0,Opp1625,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MATERIAS PRIMAS ATOYANALCO SA DE CV,0,Opp1626,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Mathiesons Bakery Ltd,0,Opp1627,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MATRELSA SA DE CV,0,Opp1628,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Maverick Manufacturing Limited,0,Opp1629,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MAXIMO CONTROL DE PLAGAS SA DE CV,0,Opp1630,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MAXIPLUS FORMAS SA DE CV,0,Opp1631,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MC COMUNICACION  DISENO SA DE CV,0,Opp1632,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MC DECORATION,0,Opp1633,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Meat Corporation of Namibia,0,Opp1634,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MECANICA INTERNACIONAL SA DE CV,0,Opp1635,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MECANIZADOS INDUSTRIALES LOPEZ SA DE CV,0,Opp1636,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MEDIA SOLUTIONS DE MONTERREY SA DE CV,0,Opp1637,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MEDINA SABORES Y FRAGANCIAS S.A.,0,Opp1638,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MEGADISTRIBUIDORA MEXICANA DE ILUMINACION SA DE CV,0,Opp1639,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MEJIA GUZMAN MARTA ELVA,0,Opp1640,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MEJIA PALOMINO GUSTAVO ALBERTO,0,Opp1641,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MENDOZA RODRIGUEZ LUIS CARLOS,0,Opp1642,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MENDOZA SANCHEZ MYRNA EDITH,0,Opp1643,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Mennies Machine Comapny,0,Opp1644,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MEOSA CONSTRUCCIONES SA DE CV,0,Opp1645,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MERCADO DE ABASTOS ESTRELLA,0,Opp1646,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MERCADO MOREIRA AMANDA BERENICE,0,Opp1647,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MERIAL DE MEXICO SA DE CV,0,Opp1648,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MERISOL USA LLC,0,Opp1649,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Merit Design Studio Inc,0,Opp1650,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MET MEX PENOLES SA DE CV,0,Opp1651,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Metaldyne,0,Opp1652,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Metaldyne Windfall Division,0,Opp1653,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
METALES Y ALEACIONES ILM SA DE CV,0,Opp1654,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
METRICA INDUSTRIAL SA DE CV,0,Opp1655,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
METROLOGIA Y CALIBRACIONES,0,Opp1656,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MEXICAN COMMODITIES SA DE CV,0,Opp1657,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MEYN FOOD PROC.TECHN S DE RL DE CV,0,Opp1658,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MEZA MORALES FELIPE,0,Opp1659,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Miberlan Industrial Co Ltd,0,Opp1660,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MICROACCES INTERNATIONAL DE MEXICO,0,Opp1661,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MICROSISTEMAS CALIFORNIANOS SA DE C,0,Opp1662,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MICROSISTEMAS Y CONTROL DE APLICACI,0,Opp1663,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MIGUEL ANGEL VELARDE RIVERA,0,Opp1664,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MIKAI SA DE CV,0,Opp1665,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Mile Marker,0,Opp1666,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MILYON SA DE CV,0,Opp1667,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MIN YOUNG DAI,0,Opp1668,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MINEREX SA DE CV,0,Opp1669,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MINGCHENG (YANGXI) ENTERPRISE COMPANY,0,Opp1670,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MINOTAURUS SEGURIDAD PRIVADA Y SERVICIOS EMPRESARI,0,Opp1671,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MIRANDA LAGARDA ROBERTO JR,0,Opp1672,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MISION SAN GIL SA DE CV,0,Opp1673,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MIXCOATL RODRIGUEZ CUAUHTEMOC,0,Opp1674,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MKT CRATIVIDAD LIGADA A RESULTADOS,0,Opp1675,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MOCA Y COMPANIA DEL NORTE SA DE CV,0,Opp1676,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Model Furniture And Clocks,0,Opp1677,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MODELLERIA BRAMBILLA SRL,0,Opp1678,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MOLIENDAS INDUSTRIALES DE CADEREYTA,0,Opp1679,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MOLINA FAVELA MANUEL RAFAEL,0,Opp1680,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MONICA ROCHA CARDONA,0,Opp1681,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MONTACARGAS DE CHIAPAS SA DE CV,0,Opp1682,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MONTALVO CABRERA LENIN,0,Opp1683,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MONTANO VENEGAS CHRISTIAN,0,Opp1684,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MONTE XANIC S DE RL DE CV,0,Opp1685,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MONTELONGO BONILLA VICTOR MANUEL,0,Opp1686,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MONTOYA MANCERA DAVID JACOBO,0,Opp1687,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Moonside Trade and Finance Limited,0,Opp1688,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MORA GRIJALVA CLARISA,0,Opp1689,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MORALES HERNANDEZ MA CRISTINA,0,Opp1690,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MORENO GALLO ALEJANDRO,0,Opp1691,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MORFIN DE LA PARRA GUILLERMINA,0,Opp1692,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MORFIN PEREZ ANA SOFIA,0,Opp1693,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Motion Industries Inc.,0,Opp1694,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MOTORREDUCTORES Y CONTROLES SA DE CV,0,Opp1695,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MOVALDI GROUP SC,0,Opp1696,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MT CALUCI SA DE CV,0,Opp1697,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MTS Systems Corporation,0,Opp1698,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MULTIDICONA SA DE CV,0,Opp1699,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MULTIEVENTOS DEL BAJIO,0,Opp1700,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MULTILLANTAS NIETO S.A. DE C.V,0,Opp1701,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MULTIQUIMIA S.A.,0,Opp1702,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
MUNDO DE PRENDAS S DE RL DE CV,0,Opp1703,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
