Account,Name,Date,Downloads,Units,Amount
Baja Inc,ACCOUNTLEVEL,-45,8945,1935,2783
National Assn of Printing Ink,ACCOUNTLEVEL,-45,11197,3045,14990
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-45,1166,12969,13147
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-45,2517,3930,6889
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-45,3895,5255,1263
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-45,2026,2547,13858
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-45,5886,2783,14439
Triumph Tool NC Inc,ACCOUNTLEVEL,-45,2429,7577,8111
Darta NV,ACCOUNTLEVEL,-45,5158,1784,4587
COTY UK LTD,ACCOUNTLEVEL,-45,9088,1447,9416
Deal Partners Limited,ACCOUNTLEVEL,-45,11408,4774,5402
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-45,8155,5498,4783
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-45,7427,3886,14502
GKN Sinter Metals,ACCOUNTLEVEL,-45,1197,4246,14646
AGENCE PRESSE,ACCOUNTLEVEL,-45,10126,8830,14158
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-45,2163,9693,3064
AUREA SOFTWARE INC,ACCOUNTLEVEL,-45,12148,11493,11977
Ocean Sports Wear,ACCOUNTLEVEL,-45,14417,7341,3793
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-45,6556,231,151
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-45,9366,12826,11190
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-45,11108,3149,8928
UNIFOODS SA DE CV,ACCOUNTLEVEL,-45,1896,2634,14482
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-45,4141,5360,2374
JARDINS DE NORTENE,ACCOUNTLEVEL,-45,757,10550,14649
Terry Store age spa,ACCOUNTLEVEL,-45,4255,9445,214
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-45,14863,6148,6552
ST. CLAIR SERVICE,ACCOUNTLEVEL,-45,9658,459,10524
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-45,12279,14604,7492
CARNES KM SA DE CV,ACCOUNTLEVEL,-45,6673,2899,4129
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-45,5398,4159,4820
COMNET SA DE CV,ACCOUNTLEVEL,-45,12747,1749,4203
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-45,11273,13297,9230
FRUITCORP SA DE CV,ACCOUNTLEVEL,-45,1972,7651,7829
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-45,13181,8063,10300
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-45,5739,3296,3485
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-45,1454,12683,11616
K & S Contractors Supply Co,ACCOUNTLEVEL,-45,3270,1620,390
Tioga Hardwoods Inc,ACCOUNTLEVEL,-45,12899,12586,8393
GHCL Limited,ACCOUNTLEVEL,-45,10108,3032,1064
Motion Industries Inc.,ACCOUNTLEVEL,-45,13987,13379,13653
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-45,8974,12778,10623
Quantum Foods,ACCOUNTLEVEL,-45,5788,14203,11387
Family Magazine,ACCOUNTLEVEL,-45,9429,1852,1685
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-45,6512,7543,7619
Innovative Laser Inc,ACCOUNTLEVEL,-45,9907,3334,8452
Addis Housewares Ltd,ACCOUNTLEVEL,-45,7855,10320,2664
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-45,1416,1152,6935
APLNG,ACCOUNTLEVEL,-45,6237,10049,3760
Quince Hungary Kft,ACCOUNTLEVEL,-45,350,12535,773
Jandel Scientific Inc.,ACCOUNTLEVEL,-45,10722,462,3387
Viking Tool & Steel,ACCOUNTLEVEL,-45,4232,14933,8734
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-45,413,11837,5171
MAPE USA,ACCOUNTLEVEL,-45,4863,7849,12261
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-45,4989,10450,7959
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-45,14300,3413,3787
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-45,11235,14025,218
M&M SERVICE CO,ACCOUNTLEVEL,-45,14308,4037,1739
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-45,4995,13460,4364
L and P Financial Services Co,ACCOUNTLEVEL,-45,10522,8592,11829
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-45,8905,4851,169
CATMADER SL,ACCOUNTLEVEL,-45,4639,13082,1595
Tekno Inc,ACCOUNTLEVEL,-45,9662,2333,11991
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-45,10347,3995,487
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-45,126,732,7782
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-45,896,10098,3330
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-45,14548,8634,5416
COMERGALV SA DE CV,ACCOUNTLEVEL,-45,7728,12401,11712
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-45,8708,13968,10202
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-45,9480,4101,1792
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-45,1377,5920,11161
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-45,4479,6919,10844
TERENTRO SA DE CV,ACCOUNTLEVEL,-45,13121,10100,1617
FUNTASTIC LIMITED,ACCOUNTLEVEL,-45,2498,11082,10613
DeeTag USA,ACCOUNTLEVEL,-45,5474,8227,1375
Lakeland Village,ACCOUNTLEVEL,-45,173,2046,1969
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-45,12198,1937,7036
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-45,1427,14162,13361
Do not Use1,ACCOUNTLEVEL,-45,12158,4333,7533
Oil Chem Research Corp,ACCOUNTLEVEL,-45,14130,12121,9009
LICK ELEVATOR,ACCOUNTLEVEL,-45,6752,12989,5350
Quanex Screens LLC,ACCOUNTLEVEL,-45,3424,9555,11741
A and T unlimit Limited,ACCOUNTLEVEL,-46,176,3178,8830
Sienna Gold Ltd,ACCOUNTLEVEL,-46,5617,5765,9101
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-46,6624,4638,786
Murex N.A. Ltd,ACCOUNTLEVEL,-46,4466,14932,12423
Via Systems,ACCOUNTLEVEL,-46,10562,1259,1570
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-46,9316,2957,14337
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-46,12228,14503,2053
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-46,5904,12755,2542
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-46,1771,8492,8284
Anunay Fab Ltd,ACCOUNTLEVEL,-46,11714,11212,3650
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-46,4998,6018,12492
Jadow B & Sons Inc,ACCOUNTLEVEL,-46,14233,12343,13271
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-46,3853,13358,8398
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-46,13976,14742,12340
Alltech Automotive LLC,ACCOUNTLEVEL,-46,4597,2834,10391
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-46,10538,12168,10374
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-46,11784,4458,2971
ATTEBURY GRAIN,ACCOUNTLEVEL,-46,13360,9113,11327
Vicor,ACCOUNTLEVEL,-46,12261,7808,2089
Baja Inc,ACCOUNTLEVEL,-46,2782,4752,5202
National Assn of Printing Ink,ACCOUNTLEVEL,-46,5172,8298,3722
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-46,5224,4933,3286
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-46,10564,2396,15
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-46,7868,11648,12380
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-46,14941,7989,13400
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-46,11272,2094,2150
Triumph Tool NC Inc,ACCOUNTLEVEL,-46,4299,10532,6843
Darta NV,ACCOUNTLEVEL,-46,9981,5993,13458
COTY UK LTD,ACCOUNTLEVEL,-46,5042,11166,10428
Deal Partners Limited,ACCOUNTLEVEL,-46,1767,13159,2451
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-46,9414,6721,4013
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-46,895,5702,12
GKN Sinter Metals,ACCOUNTLEVEL,-46,3474,13803,9868
AGENCE PRESSE,ACCOUNTLEVEL,-46,2923,4866,10597
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-46,14527,4015,9152
AUREA SOFTWARE INC,ACCOUNTLEVEL,-46,5673,5490,3082
Ocean Sports Wear,ACCOUNTLEVEL,-46,7642,14860,5130
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-46,3628,3786,14182
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-46,9987,4088,4575
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-46,904,4569,8834
UNIFOODS SA DE CV,ACCOUNTLEVEL,-46,1570,6624,10226
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-46,14861,13003,3204
JARDINS DE NORTENE,ACCOUNTLEVEL,-46,9805,12795,8685
Terry Store age spa,ACCOUNTLEVEL,-46,47,2707,5152
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-46,8330,10843,1036
ST. CLAIR SERVICE,ACCOUNTLEVEL,-46,7594,13968,5421
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-46,11261,12638,3817
CARNES KM SA DE CV,ACCOUNTLEVEL,-46,12228,7917,1637
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-46,11381,11208,4172
COMNET SA DE CV,ACCOUNTLEVEL,-46,13656,8610,4201
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-46,13286,963,2873
FRUITCORP SA DE CV,ACCOUNTLEVEL,-46,4634,14596,941
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-46,8858,10227,11305
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-46,11129,2954,9236
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-46,2745,11112,10834
K & S Contractors Supply Co,ACCOUNTLEVEL,-46,3887,13814,8309
Tioga Hardwoods Inc,ACCOUNTLEVEL,-46,11407,712,2746
GHCL Limited,ACCOUNTLEVEL,-46,9614,7800,2685
Motion Industries Inc.,ACCOUNTLEVEL,-46,1253,83,10961
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-46,13709,9981,985
Quantum Foods,ACCOUNTLEVEL,-46,10198,7274,3219
Family Magazine,ACCOUNTLEVEL,-46,8882,3291,12161
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-46,2828,4655,1871
Innovative Laser Inc,ACCOUNTLEVEL,-46,5113,7613,13122
Addis Housewares Ltd,ACCOUNTLEVEL,-46,8014,2272,2652
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-46,8999,2926,2430
APLNG,ACCOUNTLEVEL,-46,4071,5389,7186
Quince Hungary Kft,ACCOUNTLEVEL,-46,3099,1076,4521
Jandel Scientific Inc.,ACCOUNTLEVEL,-46,3901,5728,1513
Viking Tool & Steel,ACCOUNTLEVEL,-46,5462,7001,12597
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-46,12532,2515,13724
MAPE USA,ACCOUNTLEVEL,-46,4659,11025,13955
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-46,5875,11320,11583
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-46,6562,12414,6207
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-46,14207,6657,9054
M&M SERVICE CO,ACCOUNTLEVEL,-46,1595,4993,10321
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-46,4839,7907,3833
L and P Financial Services Co,ACCOUNTLEVEL,-46,3425,5090,13237
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-46,14593,14606,4247
CATMADER SL,ACCOUNTLEVEL,-46,6971,1967,11986
Tekno Inc,ACCOUNTLEVEL,-46,537,3026,11052
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-46,3277,12808,980
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-46,3026,11258,14918
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-46,11902,295,8895
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-46,5720,13484,4554
COMERGALV SA DE CV,ACCOUNTLEVEL,-46,10296,13643,11536
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-46,13174,13621,98
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-46,12286,12511,8097
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-46,5734,13405,13075
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-46,13410,5859,7570
TERENTRO SA DE CV,ACCOUNTLEVEL,-46,12947,3347,12397
FUNTASTIC LIMITED,ACCOUNTLEVEL,-46,12272,3515,10762
DeeTag USA,ACCOUNTLEVEL,-46,6998,11893,3987
Lakeland Village,ACCOUNTLEVEL,-46,1063,3639,1590
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-46,2140,2450,8102
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-46,4952,1338,4362
Do not Use1,ACCOUNTLEVEL,-46,11010,1082,2877
Oil Chem Research Corp,ACCOUNTLEVEL,-46,5892,10915,14631
LICK ELEVATOR,ACCOUNTLEVEL,-46,4772,7172,10364
Quanex Screens LLC,ACCOUNTLEVEL,-46,10584,8495,12268
A and T unlimit Limited,ACCOUNTLEVEL,-47,10969,11152,10177
Sienna Gold Ltd,ACCOUNTLEVEL,-47,10691,3213,9816
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-47,5310,7300,4252
Murex N.A. Ltd,ACCOUNTLEVEL,-47,14320,4961,4842
Via Systems,ACCOUNTLEVEL,-47,5851,6465,7299
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-47,13009,6610,12029
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-47,11519,6704,10325
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-47,5542,5415,8945
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-47,1794,14552,11770
Anunay Fab Ltd,ACCOUNTLEVEL,-47,2981,6157,8827
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-47,12487,8700,1783
Jadow B & Sons Inc,ACCOUNTLEVEL,-47,1652,2587,13726
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-47,10168,3409,1725
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-47,9856,7284,1111
Alltech Automotive LLC,ACCOUNTLEVEL,-47,438,2163,6016
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-47,8667,6646,13850
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-47,5280,5563,7848
ATTEBURY GRAIN,ACCOUNTLEVEL,-47,12371,12246,4896
Vicor,ACCOUNTLEVEL,-47,2566,9880,2981
Baja Inc,ACCOUNTLEVEL,-47,10523,12796,7242
National Assn of Printing Ink,ACCOUNTLEVEL,-47,8522,7740,2068
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-47,9560,2196,7097
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-47,14218,593,3456
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-47,3820,10819,6083
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-47,206,4834,3423
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-47,12761,4395,7261
Triumph Tool NC Inc,ACCOUNTLEVEL,-47,6727,10911,2443
Darta NV,ACCOUNTLEVEL,-47,2557,12864,1423
COTY UK LTD,ACCOUNTLEVEL,-47,6023,14607,2069
Deal Partners Limited,ACCOUNTLEVEL,-47,761,12779,3222
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-47,9459,641,54
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-47,2870,4255,13543
GKN Sinter Metals,ACCOUNTLEVEL,-47,9924,10449,11102
AGENCE PRESSE,ACCOUNTLEVEL,-47,14157,714,11716
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-47,10643,8322,10694
AUREA SOFTWARE INC,ACCOUNTLEVEL,-47,1519,13198,14042
Ocean Sports Wear,ACCOUNTLEVEL,-47,10950,9079,735
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-47,5143,4097,4191
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-47,10240,2476,7674
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-47,4208,3650,2142
UNIFOODS SA DE CV,ACCOUNTLEVEL,-47,11888,6953,5710
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-47,11517,12580,3168
JARDINS DE NORTENE,ACCOUNTLEVEL,-47,8900,8581,11726
Terry Store age spa,ACCOUNTLEVEL,-47,7998,431,14543
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-47,1256,14860,8872
ST. CLAIR SERVICE,ACCOUNTLEVEL,-47,4402,1090,3565
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-47,11865,9349,13266
CARNES KM SA DE CV,ACCOUNTLEVEL,-47,1630,6427,6719
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-47,11191,11619,4671
COMNET SA DE CV,ACCOUNTLEVEL,-47,3744,7960,2534
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-47,10212,4748,4126
FRUITCORP SA DE CV,ACCOUNTLEVEL,-47,3417,1369,3806
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-47,5192,8330,5779
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-47,7320,8429,11406
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-47,1012,726,5234
K & S Contractors Supply Co,ACCOUNTLEVEL,-47,5002,5804,1179
Tioga Hardwoods Inc,ACCOUNTLEVEL,-47,6278,7367,12543
GHCL Limited,ACCOUNTLEVEL,-47,5040,8468,3364
Motion Industries Inc.,ACCOUNTLEVEL,-47,1707,2036,8510
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-47,11516,7733,2744
Quantum Foods,ACCOUNTLEVEL,-47,9546,3238,3792
Family Magazine,ACCOUNTLEVEL,-47,12745,9618,1393
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-47,9528,4810,11994
Innovative Laser Inc,ACCOUNTLEVEL,-47,225,12546,13113
Addis Housewares Ltd,ACCOUNTLEVEL,-47,11412,12507,4670
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-47,5730,11157,11442
APLNG,ACCOUNTLEVEL,-47,7482,7343,1793
Quince Hungary Kft,ACCOUNTLEVEL,-47,12279,10305,3351
Jandel Scientific Inc.,ACCOUNTLEVEL,-47,5444,13165,3703
Viking Tool & Steel,ACCOUNTLEVEL,-47,12551,10184,9524
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-47,10861,3038,10886
MAPE USA,ACCOUNTLEVEL,-47,1489,5234,14338
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-47,7971,12355,14255
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-47,14315,14362,12127
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-47,14240,9566,14580
M&M SERVICE CO,ACCOUNTLEVEL,-47,8970,2226,5434
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-47,10827,1461,13954
L and P Financial Services Co,ACCOUNTLEVEL,-47,9875,3543,1670
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-47,5223,11292,1218
CATMADER SL,ACCOUNTLEVEL,-47,10627,3958,10713
Tekno Inc,ACCOUNTLEVEL,-47,1950,3958,6666
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-47,14868,9071,10948
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-47,3733,12724,2020
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-47,4532,2073,5150
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-47,8628,3941,786
COMERGALV SA DE CV,ACCOUNTLEVEL,-47,12550,1291,2275
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-47,12,2204,9008
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-47,1097,11718,11861
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-47,8370,2509,4905
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-47,3366,6270,2326
TERENTRO SA DE CV,ACCOUNTLEVEL,-47,1213,268,700
FUNTASTIC LIMITED,ACCOUNTLEVEL,-47,8283,7851,1075
DeeTag USA,ACCOUNTLEVEL,-47,3181,8632,726
Lakeland Village,ACCOUNTLEVEL,-47,6156,5322,4148
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-47,4015,7814,3252
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-47,7739,1961,9735
Do not Use1,ACCOUNTLEVEL,-47,13004,14039,1218
Oil Chem Research Corp,ACCOUNTLEVEL,-47,4771,825,12836
LICK ELEVATOR,ACCOUNTLEVEL,-47,10005,9621,14107
Quanex Screens LLC,ACCOUNTLEVEL,-47,5942,7076,11737
A and T unlimit Limited,ACCOUNTLEVEL,-48,9306,5450,1882
Sienna Gold Ltd,ACCOUNTLEVEL,-48,1006,2350,4471
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-48,13769,11079,580
Murex N.A. Ltd,ACCOUNTLEVEL,-48,6969,281,10274
Via Systems,ACCOUNTLEVEL,-48,10132,5977,7364
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-48,11889,14760,7485
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-48,6111,7042,1960
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-48,10170,7367,6250
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-48,2741,3150,224
Anunay Fab Ltd,ACCOUNTLEVEL,-48,14473,1566,4216
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-48,2609,838,8919
Jadow B & Sons Inc,ACCOUNTLEVEL,-48,9331,13231,1291
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-48,4456,11674,11428
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-48,8851,13644,12033
Alltech Automotive LLC,ACCOUNTLEVEL,-48,8684,14397,3341
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-48,1759,2543,4704
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-48,563,2909,3466
ATTEBURY GRAIN,ACCOUNTLEVEL,-48,9633,4354,9641
Vicor,ACCOUNTLEVEL,-48,3105,4377,5836
Baja Inc,ACCOUNTLEVEL,-48,3695,2108,8233
National Assn of Printing Ink,ACCOUNTLEVEL,-48,4436,2845,6853
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-48,3967,1480,1679
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-48,7664,2964,4577
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-48,5660,3016,10504
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-48,13392,6051,2156
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-48,2455,6136,9403
Triumph Tool NC Inc,ACCOUNTLEVEL,-48,5182,6136,9713
Darta NV,ACCOUNTLEVEL,-48,5789,7146,6528
COTY UK LTD,ACCOUNTLEVEL,-48,1072,8282,2959
Deal Partners Limited,ACCOUNTLEVEL,-48,9338,3248,11864
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-48,13854,12460,7576
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-48,14189,1639,4419
GKN Sinter Metals,ACCOUNTLEVEL,-48,7171,1488,5494
AGENCE PRESSE,ACCOUNTLEVEL,-48,13896,1690,8508
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-48,2277,301,14194
AUREA SOFTWARE INC,ACCOUNTLEVEL,-48,429,3143,4293
Ocean Sports Wear,ACCOUNTLEVEL,-48,4805,11201,234
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-48,10655,3750,9537
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-48,6053,5998,3571
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-48,3790,14279,7222
UNIFOODS SA DE CV,ACCOUNTLEVEL,-48,2362,14102,629
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-48,6684,8125,13277
JARDINS DE NORTENE,ACCOUNTLEVEL,-48,11880,11498,3673
Terry Store age spa,ACCOUNTLEVEL,-48,13956,2723,2600
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-48,8985,3522,10712
ST. CLAIR SERVICE,ACCOUNTLEVEL,-48,57,9201,2896
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-48,14732,8212,3197
CARNES KM SA DE CV,ACCOUNTLEVEL,-48,13813,969,10142
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-48,5738,4841,2693
COMNET SA DE CV,ACCOUNTLEVEL,-48,14152,11938,5457
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-48,11332,290,9577
FRUITCORP SA DE CV,ACCOUNTLEVEL,-48,14646,11068,5498
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-48,8498,11207,49
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-48,3196,802,308
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-48,10999,4776,9035
K & S Contractors Supply Co,ACCOUNTLEVEL,-48,4911,879,12685
Tioga Hardwoods Inc,ACCOUNTLEVEL,-48,3874,3464,4022
GHCL Limited,ACCOUNTLEVEL,-48,14359,11857,7261
